Brand:,Product name,Processor,Video graphics,RAM,Hard drive,Display,Display Resolution,Operating System,Keyboard,Battery,Webcam,Connections,Dimensions,Weight,Colors,Warranty,Price,Processor Details,Power supply type,Laptop Color,Finger Print,Pointing device,Optical drive,Series :,Brand:_encoded,Video graphics_encoded,Display_encoded,Colors_encoded,Display Resolution_encoded,Operating System_encoded,Keyboard_encoded,Battery_encoded,Webcam_encoded,Connections_encoded,Processor Details_encoded,Weight_numeric,Price_bin
Dell,Pro 14 PC14250,Intel Core Ultra 7 265U,Integrated Intel® graphics,"16 GB: 1 x 16 GB, DDR5, 5600 MT/s (5200 MT/s with Intel® Core™ processors)","512 GB, SSD","14"", Non-Touch, FHD+, IPS, Anti-Glare, 300 nits, 45% NTSC, FHD IR Cam",1920 x 1080,DOS,English US backlit Copilot key keyboard,"3-cell, 55 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable",720P HD camera,Ports 1 Global headset port 1 HDMI 2.1 (TMDS) port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port with PowerShare 1 USB 3.2 Gen 2 (10 Gbps) Type-C® port with DisplayPort™ Alt mode/Power Delivery 1 Thunderbolt™ 4 (40 Gbps) port w,357.9 x 255 x 23.5 mm,2.29 kg,Platinum Silver,3 Years,0.22747267290287745,"12 TOPS NPU, 12 cores, up to 5.2 GHz",,,,,,,2,35,75,100,5,0,104,70,24,458,81,2.29,Low
Dell,Pro 14 PC14250,Intel® Core™ 5 120U,Integrated Intel® graphics,"8 GB: 1 x 8 GB, DDR5, 5600 MT/ s",512 GB SSD,"14"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD Cam",1920 x 1080,DOS,"Arabic backlit Copilot key key board, 79-key","3-cell, 45 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable",720P HD camera,1 Global headset port 1 HDMI 2.1 (TMDS) port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port with PowerShare 1 USB 3.2 Gen 2 (10 Gbps) Type-C® port with DisplayPort™ Alt mode/Power Delivery 1 Thunderbolt™ 4 (40 Gbps) port with Po,357.9 x 255 x 23.5 mm,2.29 kg,Platinum Silver,3 Years,-0.16800223279702992,"10 cores, up to 5.0 GHz",,,,,,,2,35,73,100,5,0,27,62,24,4,55,2.29,Low
Dell,Pro 14 PC14250,Intel Core 5 120U,Integrated Intel Graphics,"8 GB: 1 x 8 GB, DDR5, 5600 MT/ s (5200 MT/s with Intel Core p rocessors)",512 GB SSD,"14"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",1920 x 1080,DOS,"Arabic backlit Copilot key key board, 79-key","65W AC rugged adapter, 4.5mm b arrel, E4 1 rows available","FHD HDR + IR Camera, Facial Re cognition, TNR, Camera Shutter , Microphone 1 rows available","3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",357.9 x 255 x 23.5 mm,2.29 kg,Magnetite color,3 Years,-0.32034233514676314,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,2,22,74,65,5,0,27,173,57,436,417,2.29,Low
HP,ProBook 460 G11,Intel Core Ultra 7 155U,Intel Graphics,16 GB DDR5-5600 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",1920 x 1200,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",35.94 x 25.11 x 1.09 cm (front); 35.94 x 25.11 x 1.7 cm (rear),1.74 kg,Pike silver,1 Year,-0.37573873600121155,"up to 4.8 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads",,,,,,,3,38,611,94,7,0,155,203,7,376,408,1.74,Low
HP,ProBook 450 G10,Intel Core i5-1334U,Intel Iris Xe Graphics,16 GB DDR4-3200 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver,1 Year,-0.5757751394866248,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,44,299,94,5,0,155,202,24,374,396,1.79,Low
HP,ProBook 450 G10,Intel Core i5-1335U,Intel Iris Xe Graphics,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"39.6 cm (15.6"") diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC",1920 x 1080,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver,1 Year,-0.569626138991781,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,44,604,94,5,0,155,202,24,374,396,1.79,Low
Lenovo,ThinkPad E14 Gen 7,Intel Core Ultra 7 255H,Integrated IntelArc,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920x1200,DOS,"Backlit, Arabic",48Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1 1x HDMI® 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-",313 x 220.3 x 10.1/15.25 mm,1.34 kg,Black,1 Year,-0.07105853130174516,"16C (6P + 8E + 2LPE) / 16T, Max Turbo up to 5.1GHz, 24MB",,,,,,,6,28,58,11,11,0,77,134,49,336,113,1.34,Low
HP,ProBook 460 G11,Intel Core Ultra 7 155H,Nvidia GeForce RTX 2050 4GB,8 GB DDR5-5600 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"16"" diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",1920 x 1200,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",359.4 x 251.1 x 10.9 mm,1.74 kg,Pike silver,1 Year,-0.14182743339330303,"up to 4.8 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 16 cores, 22 threads",,,,,,,3,217,495,94,7,0,155,203,7,376,411,1.74,Low
Lenovo,ThinkPad E16 Gen 3,Intel Core Ultra 7 255H,Integrated Intel® Arc™ 140T GPU Functions as Intel Graphics,1x 16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC, 60Hz",1920 x 1200,DOS,"Backlit, English (EU)",48Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.1 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1 1x HDMI® 2",356 x 249 x 10.1 17.05 mm,1.63 kg,Black,1 year,-0.08028203204401083,"16C (6P + 8E + 2LPE) / 16T, Max Turbo up to 5.1GHz, 24MB",,,,,,,6,30,485,11,7,0,79,134,49,338,113,1.63,Low
MSI,Summit 13 AI+ Evo A2VMTG,Intel Core Ultra 9 288V,Intel Arc Graphics,32GB LPDDR5x,1TB NVMe PCIe SSD Gen4x4,"13.3"" FHD+, 16:10, IPS-Level Touchscreen 100% sRGB",1920 x 1200,Windows® 11 Home,Single Backlit Keyboard (White) with Copilot Key,70 Battery (Whr) 4-Cell,IR FHD type (30fps@1080p) with HDR 3D Noise Reduction+ (3DNR+),1x Type-A USB3.2 Gen1 1x HDMI™ 2.1 (8K @ 60Hz / 4K @ 120Hz) 2x Thunderbolt™ 4 (DisplayPort™/ Power Delivery 3.0),300.2 x 222.25 x 15.9 -16.2 mm,1.35 kg,Black,2 Years,1.2584550892050173,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,7,37,7,11,7,31,199,176,105,204,417,1.35,Low
Dell,Latitude 3550,Intel Core i5-1335U,Intel Integrated Iris Xe,"8 GB: 1 x 8 GB, DDR5, 5600 MT/ s","512GB, M.2 2230, QLC PCIe Gen 4 NVMe","15.6"" FHD Non-Touc h, AG, IPS, 250 nits, FHD IR C am, WLAN",1920 x 1080,DOS,"Arabic backlit AI hotkey keybo ard with numeric keypad, 99-ke y 2 rows available","65W AC rugged adapter, 4.5mm b arrel, E4 1 rows available","FHD HDR + IR Camera, Facial Re cognition, TNR, Camera Shutter , Microphone 1 rows available","3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",357.9 x 255 x 23.5 mm,2.29 kg,Silver,1 Year,-0.4495821383401913,"12 MB cache, 10 cores, up to 4 .60 GHz Turbo",,,,,,,2,40,219,111,5,0,23,173,57,436,77,2.29,Low
Lenovo,15-fd0211ne,Intel® Core™ i5-1334U,Intel® Iris® Xᵉ Graphics,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ M.2 SSD,"39.6 cm (15.6"") diagonal, FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"Full-size, soft grey keyboard with numeric keypad","3-cell, 41 Wh Li-ion polymer",HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,1 USB Type-C® 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 USB Type-A 5Gbps signaling rate; 1 AC smart pin; 1 HDMI 1.4b; 1 headphone/microphone combo,359.8 x 236 x 18.6 mm,1.59 kg,Natural silver,1 Year,-0.7358153415551264,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,6,55,598,78,5,0,151,53,95,62,396,1.59,Low
Lenovo,ThinkPad E14 Gen 5,Intel Core i7-1355U,Intel® UHD Graphics,8 GB DDR4-3200,512 GB SSD PCIe,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Non-backlit, Arabic",Integrated 57Wh,1080P FHD RGB with Microphone and Privacy Shutter,1x 1 x Kensington® Security Slot™; 1 x Combo Mic/Audio; 1 x RJ45; 1 x HDMI® 2.0; 1 x USB-A 3.2 Gen 1 (Always On); 1 x USB-A 2.0; 1 x USB-C 3.2 Gen 2; 1 x Thunderbolt™ 4,313 x 219.3 x 17.99 mm,1.43 kg,Graphite Black,1 Year,-0.3264913356416069,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,6,57,57,47,11,0,170,212,5,91,417,1.43,Low
HP,ProBook 440 G8,Intel Core i5-1135G7,Intel Iris Xe Graphics,4 GB DDR4-3200 MHz RAM (1 x 4 GB),256GB PCIe® NVMe™ SSD,14'' Inch HD,1366 X 768,DOS,Spill-resistant keyboard,"HP Long Life 3-cell, 45 Wh Li-ion",720p HD privacy camera,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",357.9 x 255 x 23.5 mm,2.29 kg,Silver,1 Year,-0.6942680409142901,"up to 4.2 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores",,,,,,,3,44,79,111,1,0,209,201,35,436,383,2.29,Low
Lenovo,ThinkPad E16 Gen 2,Intel® Core™ Ultra 7 155H,Integrated Intel® Arc,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Backlit, Arabic",Integrated 57Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2",356.1 x 247.7 x 19.85 mm,1.81 kg,Black,1 year,-0.043360330874520944,"16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB",,,,,,,6,29,484,11,11,0,77,212,49,337,114,1.81,Low
Lenovo,ThinkPad E14 Gen 6,Intel® Core™ Ultra 7 155H,Integrated Intel® Arc,16GB SO-DIMM DDR5-5600,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Backlit, English (EU)",Integrated 57Wh,FHD 1080p + IR Hybrid with Privacy Shutter,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On 1x USB-C® (USB 20Gbps / USB 3.2 Gen 2x2), with USB PD 3.0 and DisplayPort™ 1.4 1x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1 1x HDMI® 2",313 x 219.3 x 17.99 mm,1.44 kg,Black,1 Year,-0.11260583194258149,"16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB",,,,,,,6,29,54,11,11,0,79,212,49,337,114,1.44,Low
Lenovo,ThinkPad E14 Gen 5,Intel® Core™ i5-1335U,NVIDIA® GeForce MX550,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Non-backlit, Arabic",Integrated 57Wh,FHD 1080p with Privacy Shutter,"1x USB 2.0 1x USB 3.2 Gen 1 (Always On) 1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x Thunderbolt™ 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4) 1x HDMI® 2.1, up to 4K/60Hz 1x H",313 x 219.3 x 17.99 mm,1.43 kg,Graphite Black,1 Year,-0.3264913356416069,"10C (2P + 8E) / 12T, P-core 1.3 / 4.6GHz, E-core 0.9 / 3.4GHz, 12MB",,,"Touch Style, Integrated in Power Button",,,,6,101,57,47,11,0,170,212,53,245,58,1.43,Low
HP,EliteBook 840 G8,Intel Core i5-1135G7,Intel Iris Xe Graphics,8GB Ram,512GB SSD M.2 2242 PCIe®,14.0 inch FHD,1920 x 1080,DOS,"Non-backlit, Arabic","4-cell, 70 Wh Li-ion polymer",720P HD camera,"3x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C® (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4 1x HDMI® 2.1, up to 8K/60Hz 1x Headphone / microphone combo jack (3.5mm) 1x Ethernet (RJ-45) 1x Power connector",357.9 x 255 x 23.5 mm,2.29 kg,Silver,1 Year,-0.26494593429231467,"(up to 4.2 GHz with Intel® Turbo Boost Technology, 8 MB L3 cache, 4 cores)",,,,,,,3,44,89,111,5,0,170,112,24,436,30,2.29,Low
Lenovo,ThinkPad E14 Gen 5,Intel Core I7-1355U,Nvidia GeForce MX550,8GB Soldered DDR4-3200,512GB SSD M.2 2242 PCIe® 4.0x4 NVMe® Opal 2.0,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920 x 1200,DOS,"Non-backlit, Arabic",Integrated 57Wh,FHD 1080p with Privacy Shutter,1x 1 x HDMI® 2.0; 1 x Kensington® Security Slot™; 1 x Combo Mic/Audio; 1 x RJ45; 1 x USB-A 3.2 Gen 1 (Always On); 1 x USB-A 2.0; 1 x USB-C 3.2 Gen 2; 1 x Thunderbolt™ 4,313 x 219.3 x 17.99 mm,1.43 kg,Grey,1 Year,-0.26494593429231467,"10C (2P + 8E) / 12T, P-core 1.7 / 5.0GHz, E-core 1.2 / 3.7GHz, 12MB",,,,,,,6,212,54,53,7,0,170,212,53,90,61,1.43,Low
Dell,Latitude 3540,Intel Core I5-1335U,Intel Iris Xe Graphics,"8 GB,1x8 GB, DDR4, 3200","512 GB, M.2 2230, PCIe NVMe, SSD, Class 35","15.6"", FHD 1920x1080, 60Hz, WV A/IPS, Non-Touch, Anti-Glare, 250 nit, NTSC 45%,",1920 X 1080,DOS,"Arabic backlit keyboard with numeric keypad, 99-key","3-cell, 42 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable","FHD Camera, Temporal Noise Reduction, No ExpressSign-In, Camera Shutter, Mic",1 USB 3.2 Gen 2 Type-C® port with DisplayPort Alt mode/Power Delivery 2 USB 3.2 Gen 1 port 1 USB 3.2 Gen 1 port with PowerShare 1 HDMI 1.4 port 1 universal audio port 1 power-adapter port 1 RJ-45 Ethernet port,359.0 x 239.7 x 20.4 mm,1.81 kg,Gray,1 Year,-0.48653153771010843,"12 MB cache, 10 cores, up to 4 .60 GHz Turbo",,,,,,,2,44,312,49,4,0,28,56,54,31,77,1.81,Low
Dell,Pro 16 PC16250,Intel Core Ultra 5 235U,Integrated Intel® graphics,"8 GB: 1 x 8 GB, DDR5, 5600 MT/ s (5200 MT/s with Intel Core p rocessors)",512 GB SSD,"16"", Non-Touch, FHD+, 300 nit, 45% NTSC, Anti-Glare, FHD+IR Cam",1920 x 1080,DOS,Arabic backlit Copilot key key board with numeric keypad,"3-cell, 55 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable",720P HD camera,"2 Thunderbolt™ 4 (40 Gbps) with DisplayPort™ 2.1 Alt Mode/USB Type-C®/USB4/Power Delivery ports 1 USB 3.2 Gen 1 Type-A port with PowerShare 1 USB 3.2 Gen 1 Type-A port 1 HDMI 2.1 port 1 global headset jack 1 RJ45 Ethernet port, 1GbE (only with Core™ Serie",357.9 x 255 x 23.5 mm,2.29 kg,Platinum Silver,3 Years,-0.16800223279702992,"vPro® (12 TOPS NPU, 12 cores, up to 4.9 GHz)",,,,,,,2,35,497,100,5,0,26,70,24,356,425,2.29,Low
Dell,Pro 16 PC16250,Intel Core 5 120U,Integrated Intel Graphics,"8 GB: 1 x 8 GB, DDR5, 5600 MT/s (5200 MT/s with Intel® Core™ processors)","512 GB, SSD","16"", Non-Touch, FHD+, IPS, Anti-Glare, 300 nits, 45% NTSC, FHD IR Cam",1920 x 1080,DOS,English UK backlit Copilot key keyboard with numeric keypad,"3-cell, 45 Wh, ExpressCharge™ Capable, ExpressCharge™ Boost Capable","FHD HDR + IR Camera, Facial Re cognition, TNR, Camera Shutter , Microphone",1 Global headset port 1 HDMI 2.1 (TMDS) port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port 1 USB 3.2 Gen 1 (5 Gbps) Type-A port with PowerShare 1 USB 3.2 Gen 2 (10 Gbps) Type-C® port with DisplayPort™ Alt mode/Power Delivery 1 Thunderbolt™ 4 (40 Gbps) port with Po,357.9 x 255 x 23.5 mm,2.29 kg,Magnetite color,3 Years,-0.32034233514676314,"10 cores, up to 5.0 GHz",,,,,,,2,22,498,65,5,0,102,62,56,4,55,2.29,Low
Lenovo,ThinkPad E16 Gen 2,Intel Core Ultra 5 125H,Integrated Intel Arc,1x 8 GB DDR5-5600,512 GB SSD PCIe,"16"" WUXGA IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Non-backlit, Arabic","4-cell, 70 Wh Li-ion polymer",1080P FHD RGB with Dual Microphone and Privacy Shutter,1x 1 x RJ45; 1 x USB-A 3.2 Gen 1; 1 x USB-A 3.2 Gen 2; HDMI 2.1; 1 x K-Lock; 1 x USB 3.2 Gen2 (Type C); TBT 4.0; 1 x Combo Mic/Audio,356.1 x 247.7 x 19.85 mm,1.81 kg,Black,1 Year,-0.45883333728288417,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,6,21,484,11,11,0,170,112,4,92,417,1.81,Low
Lenovo,ThinkPad E14 Gen 6,Intel Core Ultra 5 125H,Intel Arc Graphics,1x 8 GB DDR5-5600,512 GB SSD PCIe,"14"" WUXGA (1920x1200) IPS 300nits Anti-glare, 45% NTSC",1920x1200,DOS,"Non-backlit, Arabic","4-cell, 70 Wh Li-ion polymer",720P HD RGB with Microphone and Privacy Shutter,1x 1 x RJ45; 1 x USB-A 3.2 Gen 2; 1 x USB-A 3.2 Gen 1; 1 x USB-C 3.2 Gen 2; 1 x Combo Audio Jack; 1 x HDMI 2.1 TMDS; 1 x Thunderbolt™ 4; 1 x K-Lock,313 x 219.3 x 17.99 mm,1.44 kg,Black,1 Year,-0.43113513685565996,"up to 5.0 GHz with Intel® Turbo Boost Technology, 24 MB L3 cache, 14 cores, 20 threads",,,,,,,6,37,54,11,11,0,170,112,22,93,417,1.44,Low
HP,ProBook 460 G11,Intel Core Ultra 5 125U,Intel Graphics,8 GB DDR5-5600 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"40.6 cm (16"") diagonal, WUXGA (1920 x 1200), IPS, anti-glare, 300 nits, 45% NTSC",1920 x 1200,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 56 Wh Li-ion",1080p FHD camera,"2 USB Type-C® 20Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge); 2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45",35.94 x 25.11 x 1.09 cm (front); 35.94 x 25.11 x 1.7 cm (rear),1.74 kg,Pike silver,1 Year,-0.5280788383509447,"up to 4.3 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 12 cores, 14 threads",,,,,,,3,38,611,94,7,0,155,203,7,376,386,1.74,Low
HP,ProBook 450 G10,Intel Core i7-1355U,Intel Iris Xe Graphics,8GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver,1 Year,-0.4495821383401913,"up to 5.0 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,44,299,94,5,0,155,202,24,374,416,1.79,Low
HP,ProBook 450 G10,Intel Core i5-1335U,Nvidia GeForce RTX 2050 4GB,16GB DDR4-3200 MT/s (1 x 16 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, touch, IPS, narrow bezel, 250 nits, 45% NTSC",1920 x 1080,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 51 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver,1 Year,-0.4495821383401913,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,217,304,94,5,0,155,202,24,374,396,1.79,Low
HP,ProBook 450 G10,Intel Core i5-1334U,Intel Iris Xe Graphics,8 GB DDR4-3200 MT/s (1 x 8 GB),512 GB PCIe® NVMe™ SSD,"15.6"" diagonal, FHD, IPS, narrow bezel, anti-glare, 250 nits, 45% NTSC",1920 x 1080,DOS,"HP Premium Keyboard – spill-resistant, backlit keyboard with numeric keypad","HP Long Life 3-cell, 42 Wh Li-ion",720P HD camera,"2 USB Type-A 5Gbps signaling rate (1 charging, 1 power); 1 AC power; 1 HDMI 2.1; 1 stereo headphone/microphone combo jack; 1 RJ-45; 2 USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 2.1)",359.4 x 233.9 x 19.9 mm,1.79 kg,Pike silver,1 Year,-0.6034733399138491,"up to 4.6 GHz with Intel® Turbo Boost Technology, 12 MB L3 cache, 10 cores, 12 threads",,,,,,,3,44,299,94,5,0,155,200,24,374,396,1.79,Low
